EMP_ID,PAY_YEAR,BASIC_PAY,REGULAR_ALLOWANCE,VARIABLE_PAY,TOTAL_PAY,VARIABLE_PAY_RATIO,YOY_GROWTH
E00627,2022,49900008,4257841,14025398,68183247,20.57,6.12
E00627,2023,53200008,6034675,20027814,79262497,25.27,16.25
E00627,2024,55200000,4267369,17174198,76641567,22.41,-3.57
E00627,2025,56600004,3017240,14291671,73908915,19.34,-3.3
E00627,2026,10633334,538007,0,11171341,0.0,72.41
E00628,2021,3922224,121584,493079,4536887,10.87,0.0
E00628,2022,35600004,1748285,7345440,44693729,16.44,13.36
E00628,2023,38400000,3182830,14317480,55900310,25.61,25.07
E00628,2024,39800004,3168112,16185992,59154108,27.36,5.53
E00628,2025,43300008,3342674,12510957,59153639,21.15,0.27
E00628,2026,7516668,427425,0,7944093,0.0,53.18
E00629,2020,10600000,2193865,0,12793865,0.0,0.0
E00630,2022,40975000,3783853,10479428,55238281,18.97,0.0
E00630,2023,45200004,4353846,15260086,64813936,23.54,14.12
E00630,2024,23380646,1200000,0,24580646,0.0,-26.37
E00631,2022,18375000,808601,2729897,21913498,12.46,0.0
E00631,2023,45100008,3131915,20526758,68758681,29.85,56.46
E00631,2024,47500008,3379203,13439378,64318589,20.9,-6.71
E00631,2025,50100000,3180105,7104986,60385091,11.77,-5.86
E00631,2026,8666668,400000,0,9066668,0.0,71.26
E00632,2020,69200010,6489333,11260103,86949446,12.95,0.0
E00632,2021,74300004,5677557,23805488,103783049,22.94,19.69
E00632,2022,82200000,4901235,24376072,111477307,21.87,7.41
E00632,2023,89300004,6960371,33572902,129833277,25.86,16.47
E00632,2024,92900004,6845046,32437710,132182760,24.54,1.53
E00632,2025,95100000,7714353,14240799,117055152,12.17,-11.2
E00632,2026,17666668,400000,0,18066668,0.0,76.05
E00635,2022,20650000,1061699,5834280,27545979,21.18,0.0
E00635,2023,35900004,2814781,12578330,51293115,24.52,12.75
E00635,2024,8894626,642356,0,9536982,0.0,-21.09
E00636,2020,42501855,4394139,0,46895994,0.0,0.0
E00637,2021,44955568,2827159,12654724,60437451,20.94,0.0
E00637,2022,59900004,4717323,16913180,81530507,20.74,2.01
E00637,2023,61800000,5698338,26017598,93515936,27.82,14.7
E00637,2024,65400000,5678318,26740508,97818826,27.34,4.32
E00637,2025,67700004,3687620,18455134,89842758,20.54,-7.9
E00637,2026,12766668,448106,0,13214774,0.0,67.77
E00638,2020,39800016,1200000,7196631,48196647,14.93,0.0
E00638,2021,40200012,1200000,16025754,57425766,27.91,19.48
E00638,2022,2722581,0,1000000,3722581,26.86,-1.41
E00639,2020,74000016,2946953,17756938,94703907,18.75,0.0
E00639,2021,63975192,1000000,0,64975192,0.0,-17.67
E00640,2025,18208335,1883449,5127240,25219024,20.33,0.0
E00640,2026,7600000,400000,0,8000000,0.0,81.41
E00641,2020,45100008,4828477,10357718,60286203,17.18,0.0
E00641,2021,46400004,3401933,11577812,61379749,18.86,2.09
E00641,2022,20540000,1535222,0,22075222,0.0,-17.44
E00642,2021,33250005,1594793,11437830,46282628,24.71,0.0
E00642,2022,41800008,1906269,12293702,55999979,21.95,1.44
E00642,2023,43500000,3705216,20478692,67683908,30.26,20.86
E00642,2024,48400008,3206703,13948518,65555229,21.28,-3.41
E00642,2025,48615062,3510568,0,52125630,0.0,-16.61
E00643,2022,23741669,1085847,6407548,31235064,20.51,0.0
E00643,2023,41700000,3127437,14440174,59267611,24.36,19.05
E00643,2024,20045002,1401326,0,21446328,0.0,-23.65
E00645,2020,4688890,100000,1116246,5905136,18.9,0.0
E00645,2021,42500016,2867025,15407546,60774587,25.35,15.61
E00645,2022,45600000,2101377,10614780,58316157,18.2,-4.05
E00645,2023,46500000,3229250,16915370,66644620,25.38,14.28
E00645,2024,37000810,2714242,0,39715052,0.0,-23.95
E00646,2020,59100012,5479802,14181219,78761033,18.01,0.0
E00646,2021,65700000,4812350,27079694,97592044,27.75,24.25
E00646,2022,74600004,4613988,30601748,109815740,27.87,12.53
E00646,2023,83100000,7553171,41501068,132154239,31.4,20.34
E00646,2024,87900000,6657459,31880550,126438009,25.21,-4.59
E00646,2025,95700000,8567291,15390044,119657335,12.86,-5.1
E00646,2026,16733334,506085,0,17239419,0.0,64.33
E00647,2023,32400000,3588676,8366212,44354888,18.86,0.0
E00647,2024,43500000,4903612,11440706,59844318,19.12,2.11
E00647,2025,44900004,5157067,6528808,56585879,11.54,-5.19
E00647,2026,8283334,499416,0,8782750,0.0,77.04
E00648,2020,56800008,6811675,9712269,73323952,13.25,0.0
E00648,2021,63000000,5116849,15913072,84029921,18.94,14.91
E00648,2022,71000004,5006284,16537014,92543302,17.87,10.13
E00648,2023,34745280,2876272,0,37621552,0.0,-11.68
E00650,2020,50905565,4995668,8656396,64557629,13.41,0.0
E00650,2021,55600002,3717161,15459208,74776371,20.67,6.63
E00650,2022,57900000,3309390,16675906,77885296,21.41,4.16
E00650,2023,63100008,4651192,25018894,92770094,26.97,19.11
E00650,2024,65800008,5080769,20830490,91711267,22.71,-1.41
E00650,2025,72600000,6181821,13218323,92000144,14.37,0.59
E00650,2026,13133334,414139,0,13547473,0.0,67.96
E00651,2025,40795702,7928415,1000000,49724117,2.01,0.0
E00652,2024,34558337,2720486,11326310,48605133,23.3,0.0
E00652,2025,38700000,3059294,7473868,49233162,15.18,-1.48
E00652,2026,6883334,445287,0,7328621,0.0,69.79
E00653,2020,82700010,8319750,13252699,104272459,12.71,0.0
E00653,2021,88900002,8013110,34593518,131506630,26.31,26.46
E00653,2022,52268284,3731599,0,55999883,0.0,-16.44
E00654,2025,29925000,1948198,5695834,37569032,15.16,0.0
E00654,2026,8683334,400000,0,9083334,0.0,63.96
E00655,2020,6933336,676877,1892265,9502478,19.91,0.0
E00655,2021,42300000,3196838,12639270,58136108,21.74,22.36
E00655,2022,45400008,2112396,13158776,60671180,21.69,4.36
E00655,2023,47700000,4329582,18134374,70163956,25.85,15.65
E00655,2024,49400004,4587522,13408738,67396264,19.9,-4.21
E00655,2025,51000000,6237729,14285426,71523155,19.97,6.41
E00655,2026,9500000,497731,0,9997731,0.0,59.44
E00656,2022,45375003,1751547,12739024,59865574,21.28,0.0
E00656,2023,62300004,3820289,19319450,85439743,22.61,10.27
E00656,2024,51461291,3952563,1000000,56413854,1.77,-18.58
E00658,2020,36500004,1441282,8704238,46645524,18.66,0.0
E00658,2021,19879758,617999,0,20497757,0.0,-19.98
E00659,2020,47900016,4898412,9131791,61930219,14.75,0.0
E00659,2021,53800002,2552762,17282934,73635698,23.47,19.23
E00659,2022,57500004,2309673,16710634,76520311,21.84,3.92
E00659,2023,60600000,3470427,22155000,86225427,25.69,12.68
E00659,2024,61200000,3229674,16824254,81253928,20.71,-6.02
E00659,2025,61800000,3240297,9646734,74687031,12.92,-7.83
E00659,2026,10733334,417975,0,11151309,0.0,70.3
E00660,2020,52400016,7064231,11113795,70578042,15.75,0.0
E00660,2021,21218639,3881159,0,25099798,0.0,-2.86
E00661,2023,6312,600236,1116,607664,0.18,0.0
E00661,2024,25584,2400416,7830,2433830,0.32,5.06
E00661,2025,27408,2400791,4665,2432864,0.19,0.23
E00661,2026,4864,400000,0,404864,0.0,89.82
E00662,2020,26133336,800000,4535913,31469249,14.41,0.0
E00662,2021,39500010,1200000,15792320,56492330,27.95,25.91
E00662,2022,42800004,2092555,14247274,59139833,24.09,4.69
E00662,2023,45600000,3247741,26658398,75506139,35.31,27.67
E00662,2024,49000008,3424772,19583640,72008420,27.2,-4.89
E00662,2025,56300004,3686894,8340802,68327700,12.21,-4.85
E00662,2026,11050000,400000,0,11450000,0.0,91.14
E00663,2020,53400006,5820597,12978980,72199583,17.98,0.0
E00663,2021,59400000,4412875,14511384,78324259,18.53,8.78
E00663,2022,62500008,5206885,17185914,84892807,20.24,8.39
E00663,2023,66800004,4975166,14807534,86582704,17.1,1.99
E00663,2024,70700004,5978960,16948086,93627050,18.1,7.84
E00663,2025,74000004,3983740,11836149,89819893,13.18,-3.8
E00663,2026,12866668,437708,0,13304376,0.0,68.95
E00664,2022,31258337,1800590,11176310,44235237,25.27,0.0
E00664,2023,36400008,3004515,11803790,51208313,23.05,11.32
E00664,2024,36600000,7646061,10531522,54777583,19.23,6.68
E00664,2025,8078227,1439210,0,9517437,0.0,-18.47
E00666,2020,23300004,714948,6007731,30022683,20.01,0.0
E00666,2021,49589633,1201122,0,50790755,0.0,-12.45
E00667,2020,45600012,4552952,11294654,61447618,18.38,0.0
E00667,2021,47700000,2851782,17731514,68283296,25.97,11.43
E00667,2022,52400004,2371639,16986170,71757813,23.67,5.09
E00667,2023,54700008,3481286,18456328,76637622,24.08,6.8
E00667,2024,58600008,3730698,22438470,84769176,26.47,10.31
E00667,2025,54044448,2861239,0,56905687,0.0,-24.17
E00668,2025,22250004,2603553,4430357,29283914,15.13,0.0
E00668,2026,7716668,400000,0,8116668,0.0,59.37
E00669,2023,28050000,1680936,9855878,39586814,24.9,0.0
E00669,2024,56400000,3151699,17023268,76574967,22.23,8.87
E00669,2025,12650807,650951,0,13301758,0.0,-20.53
E00672,2021,32750010,1709879,13963948,48423837,28.84,0.0
E00672,2022,42200004,1969000,12687154,56856158,22.31,3.9
E00672,2023,44500008,3034795,19461894,66996697,29.05,17.84
E00672,2024,47100000,3115990,16545212,66761202,24.78,-0.62
E00672,2025,50100000,3160131,9618099,62878230,15.3,-5.56
E00672,2026,8916668,400000,0,9316668,0.0,69.01
E00673,2020,41555565,6828609,9419402,57803576,16.3,0.0
E00673,2021,31691854,5510212,0,37202066,0.0,-17.67
E00674,2025,9783334,710716,3220031,13714081,23.48,0.0
E00674,2026,9916668,535826,0,10452494,0.0,100.07
E00675,2025,21550002,1567354,3333873,26451229,12.6,0.0
E00675,2026,7433334,414228,0,7847562,0.0,72.45
E00676,2020,28000000,3062823,6513407,37576230,17.33,0.0
E00676,2021,38900016,2525460,12874924,54300400,23.71,10.06
E00676,2022,42400008,1772696,15895944,60068648,26.46,10.62
E00676,2023,46000008,3220352,16584430,65804790,25.2,9.55
E00676,2024,52600008,3445511,16129432,72174951,22.35,9.38
E00676,2025,55000008,3376987,12626663,71003658,17.78,-1.35
E00676,2026,9466668,422648,0,9889316,0.0,58.87
E00677,2025,5716668,626356,1724540,8067564,21.38,0.0
E00677,2026,930108,0,0,930108,0.0,2.61
E00679,2020,40750005,3860650,6517469,51128124,12.75,0.0
E00679,2021,52700004,2413186,18686144,73799334,25.32,26.55
E00679,2022,57200004,2067279,19432618,78699901,24.69,6.64
E00679,2023,63200004,4749271,28744808,96694083,29.73,22.86
E00679,2024,65800008,5821312,26505094,98126414,27.01,1.2
E00679,2025,69300000,7187941,16268847,92756788,17.54,-5.21
E00679,2026,13200000,400000,0,13600000,0.0,67.24
E00680,2020,64300014,6085326,14383824,84769164,16.97,0.0
E00680,2021,73000008,2683515,17778444,93461967,19.02,10.56
E00680,2022,74900004,2324420,20489070,97713494,20.97,4.55
E00680,2023,79600008,3713206,32495200,115808414,28.06,18.52
E00680,2024,80400000,4200863,30740170,115341033,26.65,-0.68
E00680,2025,89600004,3666490,14426171,107692665,13.4,-6.38
E00680,2026,15750000,455578,0,16205578,0.0,71.64
E00681,2020,42700014,4208400,7823292,54731706,14.29,0.0
E00681,2021,45900000,2889844,15705840,64495684,24.35,18.16
E00681,2022,50800008,2439673,15198714,68438395,22.21,6.11
E00681,2023,56200008,3442026,28364614,88006648,32.23,28.59
E00681,2024,62200008,3385847,19467432,85053287,22.89,-3.62
E00681,2025,64200000,3709394,9032187,76941581,11.74,-9.29
E00681,2026,11900000,484696,0,12384696,0.0,83.6
E00682,2021,28622230,900000,10586920,40109150,26.4,0.0
E00682,2022,30425807,5811113,0,36236920,0.0,-7.73
E00684,2020,47900016,3870750,11646677,63417443,18.37,0.0
E00684,2021,50000004,1705064,17976926,69681994,25.8,10.18
E00684,2022,50300004,1912994,11541918,63754916,18.1,-8.51
E00684,2023,46027500,2000000,0,48027500,0.0,-15.91
E00685,2020,18444448,1714993,4517065,24676506,18.31,0.0
E00685,2021,42100002,4916630,14658374,61675006,23.77,18.46
E00685,2022,46200000,3126178,12877488,62203666,20.7,0.86
E00685,2023,48600000,4802552,16056920,69459472,23.12,11.66
E00685,2024,52000008,3588063,17269860,72857931,23.7,4.61
E00685,2025,54200004,3556195,10846270,68602469,15.81,-5.58
E00685,2026,9116668,400000,0,9516668,0.0,58.23
E00688,2020,58100004,5721236,13738498,77559738,17.71,0.0
E00688,2021,61800012,2622257,26256390,90678659,28.96,17.23
E00688,2022,70500000,2181079,22579734,95260813,23.7,5.05
E00688,2023,77400000,3988627,28962580,110351207,26.25,15.84
E00688,2024,80100000,10992923,24832882,115925805,21.42,4.76
E00688,2025,34294627,5046826,0,39341453,0.0,-13.74
E00689,2025,16708335,1271816,4269080,22249231,19.19,0.0
E00689,2026,6883334,414410,0,7297744,0.0,72.2
E00691,2020,37600002,3619627,8690319,49909948,17.41,0.0
E00691,2021,41300010,3372567,14655898,59328475,24.7,19.2
E00691,2022,44700000,1962830,17597318,64260148,27.38,8.31
E00691,2023,47800008,3122377,19959420,70881805,28.16,10.3
E00691,2024,47800008,3001821,12555916,63357745,19.82,-10.86
E00691,2025,43330834,2891063,0,46221897,0.0,-17.33
E00692,2020,74600010,6590129,13179578,94369717,13.97,0.0
E00692,2021,79200000,3540048,29769900,112509948,26.46,19.55
E00692,2022,88900008,2353806,29395016,120648830,24.36,7.23
E00692,2023,93700008,15767772,32475570,141943350,22.88,17.65
E00692,2024,31126667,5147288,1000000,37273955,2.68,-18.08
E00693,2024,40875003,2578518,13422414,56875935,23.6,0.0
E00693,2025,57200004,3402416,11327519,71929939,15.75,0.14
E00693,2026,10183334,400000,0,10583334,0.0,67.82
E00694,2023,9600000,1486949,2081637,13168586,15.81,0.0
E00694,2024,34292500,8371596,0,42664096,0.0,20.99
E00695,2021,41500005,2415256,15651844,59567105,26.28,0.0
E00695,2022,52900008,2248327,14965344,70113679,21.34,5.77
E00695,2023,55800000,3764982,20358714,79923696,25.47,13.99
E00695,2024,57200004,3456584,16908912,77565500,21.8,-3.22
E00695,2025,28804033,1745476,0,30549509,0.0,-20.8
E00696,2022,52833340,2580632,15296750,70710722,21.63,0.0
E00696,2023,64000008,3379933,25644646,93024587,27.57,19.66
E00696,2024,66200004,3709246,24952442,94861692,26.3,1.7
E00696,2025,69400008,3576755,19235605,92212368,20.86,-2.53
E00696,2026,12783334,422173,0,13205507,0.0,63.35
E00697,2020,59400000,1200000,13589851,74189851,18.32,0.0
E00697,2021,63800010,1200000,16115142,81115152,19.87,9.63
E00697,2022,64700004,2077137,15161668,81938809,18.5,1.02
E00697,2023,65300004,6907446,27258124,99465574,27.4,21.39
E00697,2024,39620166,7558411,2000000,49178577,4.07,-16.06
E00698,2020,8980646,531290,0,9511936,0.0,0.0
E00699,2021,10665928,400167,0,11066095,0.0,0.0
E00700,2020,39600000,2599921,6366931,48566852,13.11,0.0
E00700,2021,45000000,2348656,12642630,59991286,21.07,23.86
E00700,2022,49500000,2081754,13480496,65062250,20.72,8.45
E00700,2023,50400000,3138532,18548426,72086958,25.73,10.8
E00700,2024,23660000,1361869,0,25021869,0.0,-25.47
E00701,2020,30916680,4430830,7383829,42731339,17.28,0.0
E00701,2021,37800000,2841932,9981680,50623612,19.72,-0.36
E00701,2022,38500008,3728187,10632154,52860349,20.11,4.42
E00701,2023,40100004,4724008,14415338,59239350,24.33,12.07
E00701,2024,43800000,5308362,16210734,65319096,24.82,9.96
E00701,2025,48600000,5378243,8952351,62930594,14.23,-3.39
E00701,2026,8216668,580854,0,8797522,0.0,59.46
E00702,2022,3208334,181361,577369,3967064,14.55,0.0
E00702,2023,38800008,4785247,10762984,54348239,19.8,50.14
E00702,2024,17182782,1731172,0,18913954,0.0,-20.11
E00703,2020,54600012,4382440,12880973,71863425,17.92,0.0
E00703,2021,45616492,1592969,0,47209461,0.0,-18.22
E00704,2022,17033336,615468,3140400,20789204,15.11,0.0
E00704,2023,53100000,3218871,16018422,72337293,22.14,43.0
E00704,2024,53600004,5577132,20038066,79215202,25.3,9.21
E00704,2025,39340006,7307765,1000000,47647771,2.1,-13.67
E00705,2020,47770968,9222482,0,56993450,0.0,0.0
E00706,2020,33366676,2579623,6157143,42103442,14.62,0.0
E00706,2021,45100008,3607296,11812134,60519438,19.52,20.11
E00706,2022,45600000,3396847,13400502,62397349,21.48,3.1
E00706,2023,47400000,5086167,21730568,74216735,29.28,18.94
E00706,2024,50900004,5601697,22399354,78901055,28.39,6.02
E00706,2025,52500000,5298844,10128037,67926881,14.91,-13.67
E00706,2026,10033334,473813,0,10507147,0.0,76.44
E00707,2020,61000002,8096379,14134302,83230683,16.98,0.0
E00707,2021,67500000,5772332,24991196,98263528,25.43,18.39
E00707,2022,71900004,4803222,17696216,94399442,18.75,-3.93
E00707,2023,73800000,9097364,23926878,106824242,22.4,13.16
E00707,2024,56400000,10937874,0,67337874,0.0,-16.94
E00708,2023,40833338,3043961,18223654,62100953,29.35,0.0
E00708,2024,71300004,6157504,24617708,102075216,24.12,1.95
E00708,2025,75100008,6567100,19830278,101497386,19.54,-0.29
E00708,2026,14183334,403676,0,14587010,0.0,63.93
E00709,2020,23400000,1741568,5088722,30230290,16.83,0.0
E00709,2021,48800016,2079831,17458796,68338643,25.55,25.73
E00709,2022,52000008,1653559,13307282,66960849,19.87,-2.02
E00709,2023,52600008,3609624,23586240,79795872,29.56,19.17
E00709,2024,46637504,4808989,3000000,54446493,5.51,-22.17
E00710,2025,27066669,2730225,4423582,34220476,12.93,0.0
E00710,2026,7933334,400000,0,8333334,0.0,71.22
E00711,2020,45600012,1200000,8231383,55031395,14.96,0.0
E00711,2021,46100016,1200000,22127862,69427878,31.87,26.51
E00711,2022,50500008,2100587,20155978,72756573,27.7,4.79
E00711,2023,56500008,3324779,31464290,91289077,34.47,25.47
E00711,2024,59300004,3627179,16778004,79705187,21.05,-12.93
E00711,2025,63600000,3614067,17076769,84290836,20.26,6.04
E00711,2026,12166668,541897,0,12708565,0.0,71.97
E00712,2023,36800004,2794735,14996670,54591409,27.47,0.0
E00712,2024,37500000,3106536,15191022,55797558,27.23,1.93
E00712,2025,39000000,3208657,7587294,49795951,15.24,-10.51
E00712,2026,6833334,400000,0,7233334,0.0,65.69
E00713,2021,25850000,700000,7040226,33590226,20.96,0.0
E00713,2022,43300008,2099944,9516324,54916276,17.33,3.92
E00713,2023,48200004,3532966,15648190,67381160,23.22,22.7
E00713,2024,49900008,3586365,14604536,68090909,21.45,0.78
E00713,2025,52100004,3515570,10114150,65729724,15.39,-3.2
E00713,2026,9250000,400000,0,9650000,0.0,67.46
E00714,2021,33400008,980130,9743110,44123248,22.08,0.0
E00714,2022,50900004,1970747,13861762,66732513,20.77,5.25
E00714,2023,53300004,3346781,24168830,80815615,29.91,21.1
E00714,2024,57000000,3664249,14180424,74844673,18.95,-7.64
E00714,2025,59900004,3568530,16325420,79793954,20.46,6.9
E00714,2026,11166668,468124,0,11634792,0.0,66.32
E00715,2024,38250000,4128985,12896062,55275047,23.33,0.0
E00715,2025,48300000,4906563,9631227,62837790,15.33,3.72
E00715,2026,8400000,416580,0,8816580,0.0,60.04
E00716,2024,5108334,270882,1032862,6412078,16.11,0.0
E00716,2025,61400004,3364595,7461042,72225641,10.33,26.53
E00716,2026,10950000,424233,0,11374233,0.0,79.63
E00717,2020,70200000,7727468,16116753,94044221,17.14,0.0
E00717,2021,74800008,4882024,31709484,111391516,28.47,18.77
E00717,2022,82900008,6514423,29576252,118990683,24.86,6.82
E00717,2023,93500004,7069452,36319618,136889074,26.53,15.04
E00717,2024,100800000,7180843,30192678,138173521,21.85,0.66
E00717,2025,112300008,8142657,18476566,138919231,13.3,0.82
E00717,2026,20266668,400000,0,20666668,0.0,69.69
E00718,2020,68400000,5315198,11815725,85530923,13.81,0.0
E00718,2021,70200000,4442198,16207708,90849906,17.84,6.51
E00718,2022,74000004,2859718,19408400,96268122,20.16,5.96
E00718,2023,79100004,3814572,21159784,104074360,20.33,8.11
E00718,2024,83700000,3536391,19455340,106691731,18.24,2.23
E00718,2025,91800000,3791834,12236638,107828472,11.35,1.34
E00718,2026,15450000,463760,0,15913760,0.0,68.34
E00719,2021,35666670,1000000,10197654,46864324,21.76,0.0
E00719,2022,2216667,0,0,2216667,0.0,-21.33
E00720,2020,46400004,1200000,7068041,54668045,12.93,0.0
E00720,2021,51000012,1200000,19913102,72113114,27.61,32.27
E00720,2022,54700008,2396886,15667208,72764102,21.53,0.9
E00720,2023,56600004,3436439,29918752,89955195,33.26,23.63
E00720,2024,62800008,4208515,22371672,89380195,25.03,-0.91
E00720,2025,69000000,3809995,13790024,86600019,15.92,-2.85
E00720,2026,12550000,493826,0,13043826,0.0,71.8
E00721,2020,44500014,1200000,7533586,53233600,14.15,0.0
E00721,2021,48300012,1200000,14407142,63907154,22.54,20.38
E00721,2022,54700008,2284013,18943750,75927771,24.95,18.81
E00721,2023,60700008,3452835,19573156,83725999,23.38,10.27
E00721,2024,66300000,3878438,20464290,90642728,22.58,7.97
E00721,2025,68800008,3663980,12281736,84745724,14.49,-6.25
E00721,2026,12283334,529299,0,12812633,0.0,72.45
E00722,2020,43900002,3974060,8025907,55899969,14.36,0.0
E00722,2021,47300004,2735709,13185406,63221119,20.86,13.41
E00722,2022,50800008,2627039,12128006,65555053,18.5,3.69
E00722,2023,51300000,3573099,21651022,76524121,28.29,16.73
E00722,2024,565592,0,2000000,2565592,77.95,205.93
